gene_name	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32
gene40	1.55	9.25	5.57	9.71	1.89	3.23	9.58	7.83	5.96	5.89	7.5	5.78	8.03	5.81	8.01	5.81	5.81	9.6	3.69	6.57	9.74	2.52	7.46	3.35	4.94	4.91	1.83	9.45	7.45	9.44	6.73	9.78
gene41	0.51	8.74	1.92	4.95	6.05	6.12	4.24	9.84	3.95	0.79	7.59	4.64	8.76	1.23	1.74	6.71	1.03	4.33	2.26	4.17	4.46	5.91	6.4	2.94	8.37	1.11	6.8	2.58	3.68	9.77	9.24	7.41
gene42	1.12	6.27	7.22	3.56	1.18	9.81	3.08	7.14	9.15	3.73	2.81	8.73	4.58	2.26	5.16	2.76	2.62	0.61	6.98	4.32	4.08	8.37	5.64	5.71	6.25	9.81	9.51	7.91	6.01	3.14	1.17	5.87
gene43	6.19	3.06	5.14	3.77	1.31	7.25	2.09	8.1	3.38	3.68	2.35	6.85	6.97	2.97	8.99	3.14	9.67	4.06	0.68	9.1	8.66	9.18	7.09	1.35	5.65	5.56	5.67	8.67	7.13	0.77	1.98	7.05
gene44	9.12	5.67	1.18	8.03	8.98	3.57	2.04	8.78	3.07	8.02	8.11	1.8	7.24	8.31	8.71	9.16	6.66	4.57	8.42	9.88	6.32	4.98	2.26	6.01	3.14	5.08	5.14	9.38	0.09	1.74	3.68	1.85
gene45	3.07	9.32	2.64	8.93	3.53	7.25	3.49	9.49	8.76	4.09	4.26	4.09	3.67	3.22	4.45	9.07	4.07	9.93	6.01	2.84	2.66	6.28	9.22	2.25	6.49	2.95	3.48	2.97	2.91	7.61	4.56	3.27
gene46	0.46	7.09	5.57	8.0	1.44	9.24	3.28	7.6	2.26	4.76	7.91	7.79	0.62	9.32	7.83	8.65	1.96	7.31	4.21	1.52	7.22	7.26	3.0	8.07	6.78	9.16	2.5	0.61	8.63	2.35	2.66	5.62
gene47	2.23	4.45	7.27	5.52	7.22	7.82	3.7	9.64	8.4	9.8	0.93	9.83	1.97	3.16	2.36	1.24	7.56	8.82	2.18	6.36	6.82	8.36	8.38	0.3	0.67	1.67	9.24	7.3	3.15	3.89	3.11	3.12
gene48	4.47	9.09	6.59	5.12	0.43	4.26	4.17	7.11	6.57	3.1	9.56	2.93	5.93	8.85	2.74	6.89	9.96	0.27	2.74	2.7	4.58	0.8	3.14	3.27	7.01	4.11	6.03	1.22	1.71	9.22	9.93	3.28
gene49	3.03	0.44	2.19	1.6	8.29	5.77	4.82	2.22	7.25	3.7	2.42	6.92	0.22	7.13	4.79	8.59	1.95	9.11	2.07	5.7	6.27	1.1	9.64	0.87	5.08	1.22	5.74	1.51	4.25	3.27	6.48	8.78
gene50	6.02	1.45	3.07	0.85	1.84	4.42	9.85	5.71	5.1	9.87	9.58	5.93	5.55	7.79	7.09	7.18	1.18	2.01	0.59	6.83	1.48	8.32	2.3	0.93	8.31	4.22	5.55	5.4	7.1	0.63	4.86	8.8
gene51	7.34	5.16	3.14	0.87	9.66	2.1	5.28	4.89	5.32	3.93	4.3	9.49	9.97	7.1	4.12	7.67	1.24	5.4	0.82	2.77	2.12	3.29	1.81	1.74	5.07	4.07	3.47	6.45	7.58	9.78	1.86	4.03
gene52	1.64	7.52	8.46	3.52	7.59	7.68	7.69	3.76	1.96	9.09	1.32	1.22	1.99	2.51	8.82	9.03	8.34	2.81	5.72	1.79	9.62	0.28	7.5	8.49	2.24	4.89	3.95	3.37	7.55	1.65	6.3	2.87
gene53	0.24	2.75	4.89	1.29	8.11	3.91	1.97	6.92	9.46	6.94	1.96	9.27	5.92	8.98	5.03	5.49	2.2	9.18	1.57	1.11	7.22	8.82	6.95	3.04	1.74	2.09	2.07	6.23	0.5	7.04	5.01	4.64
gene54	2.71	9.22	1.58	6.56	5.13	1.27	1.71	6.84	4.08	3.77	7.98	8.88	7.17	4.1	5.58	7.12	5.09	9.58	5.01	4.86	2.52	7.73	0.49	2.46	7.1	3.75	3.8	7.07	7.33	9.71	4.11	8.32
gene55	7.81	9.43	2.39	6.28	5.98	4.16	8.99	4.51	1.29	8.91	6.6	3.32	4.71	6.79	6.89	9.75	2.11	4.54	1.56	2.44	2.01	1.95	0.58	4.9	7.5	4.4	1.07	9.02	9.48	3.24	3.08	1.84
gene56	5.04	4.86	6.25	2.84	4.02	6.33	5.44	7.38	3.61	3.76	2.61	3.44	4.14	4.95	2.27	4.74	7.12	8.28	6.9	7.66	6.76	6.41	3.25	3.58	0.44	2.34	4.5	3.81	3.8	8.16	6.91	3.02
gene57	1.39	8.66	9.33	8.39	8.13	6.21	7.0	9.68	4.93	4.37	5.28	0.71	7.82	4.1	9.18	8.75	3.89	4.28	9.65	9.87	8.74	7.55	1.45	0.36	6.05	8.52	5.04	8.89	7.51	2.34	4.41	2.21
gene58	3.21	5.72	8.73	2.58	2.5	5.26	6.31	4.44	3.2	6.09	2.51	4.79	0.14	2.88	3.14	5.55	8.52	7.61	6.05	6.67	7.42	2.86	6.39	6.0	9.13	4.04	4.33	3.52	4.2	8.44	5.36	8.55
gene59	4.83	2.78	9.53	3.72	4.91	8.26	9.56	6.4	2.17	0.95	8.13	3.88	4.62	5.12	3.08	1.01	7.55	0.68	9.97	6.37	9.64	2.99	3.19	0.24	4.74	1.2	8.14	2.87	7.33	5.0	7.87	1.75
gene60	5.69	4.72	0.6	2.91	0.35	9.73	9.61	4.55	2.08	8.83	2.78	5.71	4.79	9.46	7.55	4.03	7.49	7.02	7.58	4.52	9.91	9.58	6.95	2.37	2.18	8.73	2.94	2.83	1.51	0.39	8.21	6.75
gene61	5.18	9.48	4.25	9.66	0.24	3.09	0.44	6.69	6.73	5.99	8.18	8.27	1.65	4.37	0.34	7.46	8.09	1.98	1.37	1.81	1.63	3.5	7.24	3.91	7.16	8.57	6.91	0.45	1.32	2.31	3.4	9.07
gene62	9.52	9.36	7.72	9.97	0.06	3.68	4.31	5.41	9.15	4.09	4.88	2.96	7.45	9.58	2.73	2.02	6.4	5.27	7.76	9.74	5.98	5.19	2.97	5.5	2.6	3.29	5.24	2.81	5.2	0.33	3.76	9.26
gene63	1.39	2.52	9.98	8.84	5.93	5.13	9.32	3.61	4.43	3.28	4.25	3.7	1.25	5.44	4.13	9.69	0.57	3.18	6.91	4.02	7.12	8.24	4.84	3.14	5.59	7.34	7.84	3.49	5.28	0.89	4.32	3.27
gene64	5.73	9.92	5.5	7.1	6.43	9.3	2.05	2.5	3.69	4.13	2.95	7.5	4.56	2.03	0.78	0.17	2.36	2.38	5.86	5.38	3.72	2.89	2.34	9.59	4.99	0.76	8.68	8.87	9.77	8.54	0.0	1.19
gene65	2.68	8.57	9.68	5.03	7.47	8.57	9.73	4.65	2.43	1.51	7.05	3.8	6.78	2.31	4.31	8.69	0.88	4.6	0.05	1.88	0.47	8.93	0.61	1.76	9.62	4.12	5.27	5.16	6.67	3.37	4.11	6.83
gene66	6.87	6.76	0.06	6.5	9.73	2.3	4.46	9.26	2.46	7.38	3.85	9.27	1.66	4.48	8.57	4.76	0.75	4.84	3.83	7.32	6.02	6.33	7.48	1.66	1.82	9.22	5.35	0.35	7.14	7.16	3.75	4.18
gene67	9.54	8.44	1.22	5.95	0.27	4.71	3.4	4.66	2.82	6.32	3.04	6.14	3.1	8.3	6.24	8.86	7.88	8.03	2.25	8.68	7.25	9.55	0.77	9.43	4.25	0.31	0.54	6.27	5.68	7.37	3.7	5.55
gene68	2.6	1.49	8.45	2.56	7.58	3.01	8.37	4.6	6.83	2.02	2.87	6.41	6.11	1.14	6.92	2.13	4.95	1.81	7.63	9.86	3.78	2.04	9.36	5.26	7.49	5.12	3.84	6.41	7.81	1.51	5.92	9.02
gene69	2.61	3.56	9.63	4.34	3.57	5.87	0.76	1.86	3.77	0.9	1.0	1.08	7.42	8.29	9.9	7.45	0.86	0.78	2.0	9.67	2.81	0.47	9.06	3.02	2.51	4.53	2.84	9.1	3.25	3.57	3.37	5.27
gene70	8.87	6.35	5.47	8.85	8.13	0.26	5.6	9.94	1.25	9.18	3.86	2.55	9.52	0.91	6.52	1.32	5.77	0.76	5.54	1.99	7.3	4.74	1.7	9.81	1.83	4.44	3.9	9.7	1.92	7.48	4.53	8.99
gene71	6.1	5.27	7.65	7.7	2.62	5.84	8.41	6.22	9.91	0.2	9.12	6.41	1.38	3.95	1.35	2.32	1.1	7.41	2.26	7.74	9.85	1.84	5.0	1.95	5.72	4.87	5.47	5.33	2.39	5.67	2.6	9.09
gene72	6.67	1.08	7.61	9.53	1.84	5.65	6.13	8.24	0.67	2.85	2.61	1.45	9.65	8.05	8.85	6.94	1.05	6.51	9.52	0.72	8.71	6.25	4.76	2.88	6.32	1.3	2.9	6.13	7.01	9.9	1.05	5.03
gene73	4.45	4.84	1.06	0.47	0.8	3.56	1.07	2.65	2.17	7.07	0.14	2.72	6.08	3.79	1.52	4.64	6.29	7.01	5.63	4.2	9.08	4.48	9.32	3.91	2.39	4.38	8.69	9.92	0.84	9.39	5.26	7.11
gene74	6.67	5.95	5.17	1.14	9.83	7.55	9.45	3.73	5.12	4.91	8.67	3.27	4.31	4.42	9.41	9.54	8.24	3.31	3.75	1.55	2.0	0.6	9.12	2.39	4.05	2.3	8.73	7.1	6.98	1.04	2.32	4.17
gene75	7.02	5.8	3.26	7.22	5.79	3.0	0.18	4.84	1.98	5.8	9.49	7.71	5.5	0.47	2.23	9.54	3.16	6.11	5.81	7.38	3.91	2.01	6.23	2.47	3.57	8.76	1.66	5.82	6.21	9.5	7.29	4.12
gene76	4.0	4.23	7.12	6.93	5.94	2.49	0.1	3.0	3.85	0.68	1.26	7.78	6.01	1.27	8.74	3.65	8.25	8.08	3.27	0.94	3.82	7.48	6.15	3.33	0.36	7.34	1.55	9.85	8.08	5.86	4.62	1.58
gene77	6.05	2.57	9.65	4.14	6.99	6.2	2.13	9.57	3.67	2.58	4.75	2.11	6.36	5.47	2.51	3.04	5.93	7.9	0.12	8.09	3.42	7.5	9.73	4.64	6.36	9.76	3.33	3.61	6.47	7.86	9.41	4.06
gene78	7.82	8.11	1.21	3.53	1.05	9.15	1.01	2.09	0.94	2.99	6.55	8.33	7.92	0.79	0.66	9.41	4.64	6.95	4.11	0.76	9.56	9.53	9.49	0.0	6.63	7.3	7.48	2.42	0.77	5.67	7.71	8.56
gene79	8.2	8.86	3.03	5.01	9.32	4.82	3.1	1.47	1.22	1.75	8.88	7.36	6.55	7.83	3.71	3.97	7.67	1.68	1.74	2.34	1.2	5.47	6.45	3.44	3.3	4.75	7.69	4.23	2.45	3.77	0.2	7.09
gene80	8.77	5.64	2.53	8.17	2.25	0.04	4.91	4.89	1.52	7.95	4.49	5.41	7.63	0.57	8.04	1.27	2.66	0.6	8.31	5.69	7.75	3.32	2.82	3.23	9.47	9.93	6.2	1.06	2.03	0.32	4.17	5.18
gene81	1.28	1.2	8.05	9.52	6.38	3.77	5.96	5.71	2.31	8.4	1.73	4.81	5.22	7.25	6.15	2.95	9.87	0.5	7.5	7.98	2.5	8.15	7.01	5.14	1.69	2.47	8.82	5.93	6.54	5.12	2.98	1.72
gene82	6.02	4.42	6.47	4.74	4.95	5.29	0.28	0.75	2.2	6.46	7.85	9.48	3.24	6.82	9.61	7.59	9.05	7.2	5.22	2.27	5.34	5.23	4.53	4.62	1.9	3.44	5.43	0.15	5.9	8.78	0.82	0.69
gene83	7.31	4.07	0.27	8.86	8.08	0.29	9.9	8.3	8.19	7.06	7.57	3.54	1.97	3.04	9.4	0.64	4.04	6.68	6.1	9.48	4.85	8.09	6.53	5.12	6.94	1.25	9.27	6.6	4.02	6.25	9.82	1.9
gene84	7.5	7.67	8.24	9.07	2.0	0.98	4.11	8.15	6.4	0.75	9.43	9.58	5.99	4.84	5.85	4.56	3.38	8.75	9.96	7.27	0.15	3.16	2.93	1.0	3.86	7.11	4.63	2.3	3.23	3.74	4.96	4.04
gene85	7.2	6.41	2.34	2.9	8.12	2.76	8.43	4.29	8.76	1.62	0.68	7.3	3.02	8.29	2.71	0.0	1.29	8.29	9.0	5.0	1.21	3.96	1.93	4.05	7.75	7.82	7.3	5.94	7.44	5.51	5.44	2.33
gene86	1.19	7.87	9.93	1.52	2.7	8.64	0.73	1.88	9.57	4.45	7.27	1.24	8.39	3.58	2.96	7.12	3.95	7.88	8.17	0.91	4.22	7.68	8.78	5.76	6.19	5.58	1.25	6.43	5.56	6.38	3.5	2.97
gene87	1.31	5.14	9.07	0.62	3.34	3.08	4.64	2.34	5.14	6.95	7.51	1.08	6.73	6.46	0.51	0.05	0.61	3.59	3.19	1.7	3.88	4.84	3.52	2.01	9.32	7.84	1.19	2.03	5.08	3.54	2.74	5.15
gene88	3.87	3.23	1.88	3.84	8.49	7.77	8.64	5.52	0.18	5.56	6.05	2.94	5.29	0.26	7.56	9.94	2.36	6.79	8.13	4.24	2.1	3.89	1.84	4.8	0.0	4.98	5.41	2.29	4.24	2.81	9.01	6.28
gene89	9.01	6.97	1.66	7.95	8.12	2.44	6.08	9.71	5.9	4.08	4.59	6.79	1.89	5.56	4.46	4.14	8.31	7.98	9.54	4.54	0.37	7.64	8.12	2.4	9.23	3.83	7.9	9.16	0.85	6.97	9.63	3.31
gene90	3.99	0.8	2.07	7.36	1.52	0.27	4.82	4.51	7.68	1.33	5.55	3.46	3.12	0.79	6.93	8.47	4.31	4.62	9.71	7.17	1.78	5.85	3.86	1.22	8.34	5.35	3.18	5.3	4.35	0.6	5.32	2.89
gene91	2.75	8.98	3.56	2.35	6.29	6.47	1.62	5.61	2.92	1.18	4.1	7.95	1.37	7.36	2.21	0.25	1.38	6.57	9.62	9.38	3.34	9.92	0.09	6.01	9.88	1.51	5.03	9.72	8.84	4.99	8.38	4.13
gene92	6.97	8.84	7.05	4.74	4.09	3.44	2.47	4.77	4.67	4.98	4.18	0.3	2.85	5.37	7.91	7.79	6.6	3.4	8.65	4.33	4.1	6.22	7.42	1.28	8.43	1.91	3.86	5.53	3.45	1.84	9.68	5.29
gene93	8.66	6.0	5.34	9.28	1.28	5.55	1.19	6.21	4.5	1.7	3.12	1.48	8.2	8.73	7.15	6.63	7.91	5.49	9.78	4.69	0.5	0.65	7.02	4.0	0.81	4.05	2.25	3.87	7.29	1.66	7.22	5.04
gene94	7.1	0.99	5.62	4.46	4.29	9.25	6.88	8.76	4.15	4.51	0.36	7.52	6.18	4.85	0.33	6.46	9.05	5.14	8.37	2.43	2.93	4.43	3.27	9.16	2.41	2.92	9.87	8.33	4.44	2.33	3.06	3.31
gene95	6.85	1.83	0.19	7.86	1.08	1.1	7.27	6.13	0.15	8.59	1.04	2.64	9.29	6.67	0.01	3.03	6.66	4.42	3.08	0.71	7.5	3.21	5.38	3.23	0.17	9.0	9.55	3.51	9.27	5.64	1.71	9.99
gene96	1.44	9.07	0.26	4.17	1.3	3.46	2.6	3.39	1.75	9.19	6.36	3.75	1.11	1.09	6.07	5.57	4.24	6.1	3.3	2.4	1.21	1.05	6.02	7.51	3.85	0.46	2.09	7.41	6.66	6.47	6.25	2.45
gene97	1.37	3.41	4.1	7.69	7.58	3.07	1.58	1.49	8.31	6.36	9.54	2.67	0.39	7.11	2.43	2.11	3.05	2.91	1.96	2.6	0.44	8.05	2.23	1.33	6.39	6.81	9.28	4.95	3.34	9.82	9.02	8.28
gene98	3.17	2.93	3.51	8.49	9.6	6.35	1.2	8.87	0.39	0.43	1.08	1.12	5.23	0.25	2.69	6.34	7.9	0.41	5.64	9.79	8.58	0.63	2.45	3.46	5.75	1.11	1.76	1.94	1.09	7.5	5.38	9.81
gene99	2.43	8.31	0.18	1.44	8.66	8.03	2.53	9.39	2.76	6.19	3.7	5.96	5.14	6.72	6.97	8.41	4.0	9.27	7.21	8.38	8.92	7.56	3.39	3.52	1.88	4.84	5.48	3.62	5.79	8.04	2.34	9.66
