gene_name	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32
gene19	6.71	2.0	7.54	2.57	1.46	5.98	7.18	4.26	5.87	8.78	6.74	3.47	8.59	5.07	1.82	5.17	4.64	6.66	5.45	1.43	8.79	5.79	4.66	0.77	6.52	7.9	4.83	9.61	6.09	4.98	0.59	2.24
gene20	4.29	9.74	2.71	4.3	2.52	0.7	5.85	3.55	3.45	2.74	2.59	5.7	4.76	1.9	8.64	0.42	8.08	6.49	8.81	2.04	1.46	9.79	3.34	1.0	4.19	8.98	5.08	8.68	0.63	4.41	6.7	9.01
gene21	3.37	6.12	4.2	1.3	4.33	5.62	4.8	9.43	0.63	6.56	5.49	1.51	0.58	0.89	9.65	1.67	9.97	3.42	8.83	4.6	9.12	2.75	2.32	4.67	4.1	3.39	2.62	1.32	8.56	6.26	9.06	2.73
gene22	8.46	5.54	2.29	9.55	9.04	4.67	2.97	1.19	3.86	0.11	1.74	7.43	8.48	2.37	5.54	9.31	6.01	9.19	3.5	6.29	8.17	9.67	3.74	8.33	9.07	9.06	6.3	6.07	0.25	9.64	2.51	2.58
gene23	5.2	3.9	6.22	8.87	5.4	7.04	7.82	1.19	4.04	9.44	5.97	6.13	6.26	3.76	6.2	3.27	7.78	7.09	6.72	8.3	3.51	8.27	8.85	1.58	9.52	0.22	7.17	0.42	4.3	8.2	3.53	4.92
gene24	7.24	5.2	6.25	0.65	8.95	5.64	2.26	9.96	7.25	5.28	1.97	0.25	1.98	3.24	8.14	0.96	9.76	1.96	1.11	8.14	3.76	2.19	5.77	3.7	2.74	8.21	8.9	7.0	2.52	8.11	8.82	0.88
gene25	9.59	9.28	6.77	6.29	7.01	9.8	6.97	7.57	8.98	2.7	1.71	2.13	0.81	4.0	9.22	8.68	4.06	6.94	5.54	9.95	7.37	5.45	2.14	2.32	8.98	4.72	0.61	0.56	0.4	0.87	6.26	4.11
gene26	4.99	1.57	3.16	0.23	8.08	7.58	8.67	1.87	0.98	3.72	3.01	3.26	3.57	6.24	2.88	8.02	3.23	2.78	2.84	4.28	5.79	4.62	3.76	1.07	0.97	3.8	5.13	8.61	4.65	3.76	5.05	0.47
gene27	6.47	2.34	3.16	6.31	1.4	4.23	2.12	2.62	7.94	0.64	1.45	8.84	6.87	6.67	7.3	2.09	1.34	9.86	7.11	8.16	5.01	5.91	6.3	1.17	0.3	3.95	3.5	2.01	8.78	5.13	4.38	5.73
gene28	4.86	6.36	6.96	2.03	9.15	5.56	6.21	3.38	7.98	2.32	0.45	7.17	0.89	1.59	4.54	8.01	5.2	9.57	3.81	6.96	1.19	2.38	3.92	2.04	8.86	9.99	6.62	6.93	1.79	0.55	4.47	6.23
gene29	7.08	3.72	0.29	9.64	7.72	6.5	8.16	7.42	7.51	9.19	5.6	9.65	8.89	6.76	6.37	8.72	0.52	7.18	1.31	4.61	7.12	7.43	7.63	8.86	9.99	7.4	7.3	5.46	9.69	7.64	4.42	9.17
gene30	6.06	8.79	7.14	7.32	5.04	1.17	2.19	9.59	7.14	8.18	5.37	7.22	5.65	4.41	4.15	6.63	4.0	6.56	5.8	2.44	3.02	6.03	4.77	1.37	4.8	9.31	7.25	5.44	2.07	7.72	1.0	2.92
gene31	8.87	8.21	3.07	2.69	8.85	1.92	9.87	5.07	1.95	3.42	4.24	9.38	6.91	3.45	4.59	9.32	9.31	4.61	5.84	4.59	4.4	0.63	2.97	2.97	2.34	3.28	4.4	4.98	9.44	9.87	5.95	7.39
gene32	2.79	6.28	7.86	1.52	6.66	0.76	2.05	0.33	7.46	6.88	2.2	3.15	3.67	3.46	8.88	8.58	8.29	0.5	2.29	5.61	1.57	7.5	9.93	1.69	8.29	5.27	6.75	1.35	9.19	0.93	6.31	7.14
gene33	3.4	9.79	7.71	0.84	7.56	6.89	2.67	0.11	8.76	3.01	3.57	7.98	0.65	6.02	9.67	2.17	1.44	1.25	5.84	3.07	3.85	6.08	1.54	0.03	6.36	6.64	4.53	2.56	3.13	7.66	3.63	4.5
gene34	6.92	0.11	1.6	4.97	6.44	6.65	3.24	1.85	6.88	4.56	7.05	8.9	5.22	3.44	1.78	1.82	2.34	2.79	2.52	6.83	4.89	1.28	2.73	5.1	3.59	9.46	5.02	7.64	1.79	6.25	6.58	7.03
gene35	6.21	5.26	6.37	4.78	6.07	9.47	4.6	2.37	8.47	0.31	4.14	7.82	3.65	2.77	3.39	8.9	1.84	7.01	2.56	2.02	4.85	8.48	4.27	1.75	0.78	6.3	7.26	0.66	7.12	9.32	3.59	1.27
gene36	0.02	5.83	2.65	2.48	0.67	0.27	1.37	1.38	6.88	0.3	9.85	9.65	9.42	6.32	5.31	7.25	4.82	9.3	3.74	6.36	7.32	2.27	8.96	2.81	4.76	1.28	1.69	5.84	8.02	5.67	6.46	8.55
gene37	8.57	8.13	1.36	0.03	1.43	0.65	6.85	2.16	4.36	6.52	1.42	4.24	2.0	8.97	2.59	1.48	7.72	0.46	9.36	2.84	9.33	4.82	2.39	1.47	6.2	0.69	3.44	8.14	4.03	4.75	2.4	1.77
gene38	5.45	9.02	9.12	7.48	9.24	2.8	4.2	2.54	6.12	3.64	9.86	6.79	6.45	5.14	3.41	7.34	5.63	2.36	2.19	7.65	8.71	5.5	4.89	9.86	0.14	6.72	5.9	3.12	2.29	9.94	3.12	6.2
gene39	1.37	6.47	2.57	0.29	8.29	4.75	6.99	1.3	1.07	7.04	7.6	6.88	3.1	3.87	3.76	5.47	4.11	1.64	8.47	9.41	7.14	5.56	0.89	1.57	2.16	2.52	0.73	2.9	2.3	7.58	6.22	4.56
gene40	2.11	6.27	5.82	7.05	0.71	0.25	0.77	8.48	8.69	6.57	5.83	9.03	0.85	4.25	4.02	0.69	2.59	1.3	8.62	8.0	2.24	2.35	9.07	7.93	5.19	4.56	7.43	6.23	2.69	1.72	6.0	4.87
gene41	5.79	1.87	3.58	1.06	2.62	5.52	5.14	6.54	2.43	9.82	2.68	5.26	1.67	6.48	3.81	2.56	3.25	4.62	5.01	2.3	2.64	3.86	2.73	3.45	6.19	6.96	2.18	0.15	5.09	1.67	0.44	8.37
gene42	2.05	3.55	1.95	3.42	1.3	0.03	7.16	7.8	3.62	9.48	9.96	0.86	8.52	6.42	5.87	8.14	9.62	9.28	0.0	5.78	3.67	7.24	7.18	0.27	6.48	5.46	4.7	3.27	2.14	4.52	9.07	9.52
gene43	8.73	2.09	5.09	8.26	6.98	4.27	6.17	9.1	4.94	0.34	4.37	6.71	8.22	5.71	6.42	1.73	2.68	9.31	2.39	0.2	5.61	7.75	4.66	1.45	3.73	6.85	5.83	8.87	3.76	9.33	0.64	5.77
gene44	4.55	5.79	3.89	9.71	3.08	8.34	0.09	8.45	4.29	1.74	3.93	4.95	4.96	9.13	5.99	4.98	3.15	5.17	3.87	0.15	9.05	4.95	0.57	7.85	0.21	8.06	9.61	5.33	2.32	0.82	6.09	0.39
gene45	2.46	7.44	7.93	4.96	3.03	0.97	4.73	5.03	6.6	7.5	7.32	5.98	2.81	3.81	3.42	3.07	6.86	9.43	4.22	6.71	7.56	9.24	4.77	2.9	6.04	4.87	3.85	0.27	3.73	5.37	0.5	2.92
gene46	7.75	3.21	2.73	3.05	5.99	2.12	2.47	1.0	1.7	4.5	2.67	7.86	0.87	6.25	9.71	0.37	6.65	0.16	1.59	2.08	4.78	7.32	1.86	8.05	6.0	2.16	6.62	3.65	4.5	9.82	0.5	1.08
gene47	5.64	8.67	5.99	3.62	9.87	1.64	5.05	6.9	5.26	8.4	3.58	7.76	5.01	6.47	7.17	0.89	3.75	3.53	0.63	8.49	7.31	5.1	1.11	5.22	2.0	7.61	9.48	5.78	9.39	3.66	8.4	4.82
gene48	4.46	0.46	2.43	2.41	1.44	0.59	7.38	2.16	5.52	6.8	5.85	4.84	8.78	3.89	2.77	8.17	8.08	8.86	6.8	9.36	8.8	3.4	9.04	0.6	2.66	8.45	3.41	6.94	5.92	3.27	2.87	8.32
gene49	5.01	7.32	9.31	1.02	1.62	7.11	2.79	3.73	1.74	1.57	7.03	3.39	5.07	9.74	0.22	4.69	9.59	7.11	8.93	6.89	6.23	9.34	4.68	0.49	7.99	9.16	6.31	0.29	2.09	6.9	4.93	8.87
gene50	0.87	6.17	5.0	3.25	9.66	1.55	4.38	8.54	1.41	5.24	4.59	7.06	0.11	4.65	4.06	6.29	3.9	0.31	2.2	8.2	5.5	8.75	7.11	1.56	6.02	2.62	1.26	1.9	9.13	2.46	0.5	8.22
gene51	5.85	5.31	4.26	1.81	4.92	7.56	4.77	5.75	5.38	6.28	7.13	8.29	0.92	0.79	1.07	3.07	1.01	3.02	5.09	6.07	0.24	9.91	2.61	5.12	0.63	5.04	9.49	0.0	4.97	2.02	3.63	6.73
gene52	9.99	1.27	0.26	0.5	6.89	9.84	2.45	3.77	9.07	0.72	6.27	7.45	3.12	8.33	7.67	6.26	6.91	5.2	3.71	3.5	5.04	6.72	1.23	2.67	7.17	0.27	2.25	3.41	6.89	9.23	0.62	6.2
gene53	6.31	5.06	5.49	4.83	1.3	9.26	9.99	3.49	4.88	1.38	7.31	0.04	0.91	5.74	8.86	5.36	8.26	2.4	2.8	0.43	4.23	5.41	1.8	3.1	5.88	9.45	5.27	6.78	1.74	1.26	7.59	7.95
gene54	9.58	2.01	7.71	7.05	2.91	5.41	8.39	4.92	3.6	8.39	8.94	6.95	6.9	6.26	6.41	9.3	5.94	0.9	7.83	7.17	1.22	7.26	5.5	7.82	3.13	7.86	2.35	7.18	8.19	3.27	5.55	3.36
gene55	1.01	5.83	6.07	8.59	9.41	1.6	9.38	3.12	6.3	2.52	3.57	5.45	8.22	4.13	7.58	6.82	4.81	8.38	5.24	3.26	7.08	5.47	0.59	4.09	9.03	3.27	1.1	3.85	5.98	7.92	1.35	9.88
gene56	1.91	7.39	7.17	5.17	9.5	6.91	6.92	2.41	0.47	4.28	2.45	5.35	7.96	6.0	0.4	0.09	9.07	6.57	2.98	9.78	2.95	7.14	6.44	1.13	7.28	2.76	0.96	5.09	9.65	5.6	9.42	3.81
gene57	5.68	1.59	1.78	2.04	2.91	5.13	1.25	4.77	1.5	5.4	3.06	2.06	8.53	8.62	7.52	4.16	1.11	1.39	9.57	9.65	9.24	0.16	3.91	8.19	5.42	0.88	5.37	9.47	7.7	9.0	0.54	7.21
gene58	5.88	2.23	8.16	6.17	1.19	6.8	8.1	3.91	4.62	3.62	9.87	2.02	7.7	5.13	4.86	0.48	1.63	9.62	5.87	9.66	1.37	3.0	9.95	9.86	5.22	3.76	7.08	4.79	4.23	3.4	8.94	3.29
gene59	8.31	9.01	5.18	4.77	0.12	8.99	6.47	2.51	9.08	7.04	4.25	9.22	1.9	1.16	1.89	5.76	9.02	6.84	1.67	5.31	7.32	6.75	0.46	1.69	3.31	2.32	9.48	8.3	4.49	6.57	8.09	7.84
gene60	2.82	6.32	2.71	4.22	5.71	9.93	1.32	6.34	5.85	4.16	5.28	9.05	6.59	8.92	7.25	5.02	4.47	6.49	5.0	8.38	6.73	7.19	2.52	6.88	1.43	7.59	9.0	4.05	3.77	4.14	6.19	3.48
gene61	8.51	5.71	5.82	7.7	3.87	0.51	7.44	4.27	0.09	4.67	9.44	8.6	8.79	5.53	1.13	9.88	0.59	4.96	8.52	0.27	6.35	6.44	8.16	4.41	7.17	2.71	7.39	9.18	6.11	6.01	8.03	4.29
gene62	3.84	3.21	8.16	6.27	7.26	1.04	1.19	9.88	9.57	6.25	4.66	7.1	4.89	2.98	8.23	7.24	1.73	7.14	0.83	0.87	8.81	3.76	3.74	0.14	5.53	4.77	0.93	4.43	6.25	5.68	5.91	0.79
gene63	7.09	6.12	0.75	5.26	3.95	0.75	2.19	4.93	1.07	3.27	5.75	5.67	8.65	1.56	9.8	6.29	7.03	9.2	0.01	8.22	1.25	8.37	7.27	4.39	8.53	7.95	5.77	2.06	4.04	1.39	7.88	7.88
gene64	6.22	3.4	7.64	6.64	2.53	4.32	0.75	6.17	4.08	1.86	4.1	6.61	2.66	8.61	3.96	8.99	1.77	6.34	7.44	8.26	8.62	8.98	2.73	8.42	9.97	0.4	3.41	0.8	1.45	8.41	4.45	2.34
gene65	9.98	9.59	7.65	7.36	0.1	4.05	3.68	3.18	1.8	3.69	0.16	2.64	0.41	5.25	2.11	9.72	3.33	0.28	3.94	4.11	4.62	7.81	6.15	2.55	1.23	8.59	2.42	0.83	2.03	5.17	2.84	3.76
gene66	7.44	1.04	8.61	2.92	9.18	5.39	5.32	5.37	5.94	4.7	1.33	4.4	1.96	0.53	5.94	1.57	5.96	5.81	7.4	3.24	0.32	2.21	1.54	1.68	1.46	4.53	0.41	6.16	4.32	9.82	1.61	2.88
gene67	7.39	6.99	9.55	3.37	4.62	4.02	6.47	2.15	9.04	2.43	8.46	0.16	9.36	6.02	9.39	7.56	6.25	5.94	1.02	0.58	5.65	5.05	1.52	6.29	8.41	8.73	4.67	1.91	3.93	0.77	6.36	7.14
gene68	7.64	8.28	4.33	4.88	7.91	8.27	0.8	8.67	1.21	6.86	4.58	6.03	2.34	5.54	2.29	8.41	6.45	0.49	1.26	3.58	4.69	3.63	2.56	1.83	6.1	1.06	9.48	6.12	8.07	3.13	5.48	0.09
gene69	7.43	2.19	9.92	8.81	7.57	3.84	4.11	2.03	6.55	8.45	7.72	5.11	2.41	7.43	1.73	0.48	7.09	0.3	9.84	6.1	4.4	5.61	3.85	9.96	8.07	1.35	9.04	7.48	5.42	4.35	4.04	1.04
gene70	1.11	5.24	1.71	3.17	3.31	6.25	5.9	8.72	1.15	1.45	7.01	5.42	2.76	9.72	0.92	8.92	9.26	0.39	1.22	5.22	2.08	5.57	9.87	0.68	7.53	7.77	7.22	8.76	2.51	9.49	5.77	3.62
gene71	8.62	6.5	2.31	8.36	6.39	7.18	3.54	4.81	4.6	8.0	2.89	2.62	3.2	3.01	3.64	8.28	0.2	3.62	5.23	1.95	7.92	5.62	1.27	1.89	1.49	4.63	4.73	5.18	1.43	9.17	7.73	7.06
gene72	4.36	3.39	4.3	6.14	6.15	2.57	0.52	2.54	6.25	9.42	8.45	6.72	4.49	1.38	4.49	9.17	5.84	9.21	2.11	6.61	2.55	9.47	6.31	9.89	5.9	5.24	8.0	0.32	2.19	2.38	4.35	9.36
gene73	1.69	5.8	4.23	5.51	0.54	4.8	6.38	4.02	9.52	6.69	9.41	5.28	7.73	0.47	5.26	9.79	2.13	5.73	9.47	3.69	0.82	8.02	9.79	6.8	8.89	5.66	6.23	0.18	6.99	6.33	9.08	1.21
gene74	7.32	3.99	0.12	5.52	5.47	2.7	7.37	8.85	2.98	1.15	6.42	3.71	8.79	5.42	5.92	8.0	8.1	8.3	7.2	7.11	0.61	5.06	6.5	9.82	4.34	6.56	3.86	7.08	1.71	1.56	6.91	1.59
gene75	5.91	0.22	9.08	9.95	2.06	1.96	7.83	7.58	0.21	9.09	6.39	9.28	1.6	0.2	1.67	3.26	4.77	6.21	7.43	9.57	3.47	2.54	3.05	8.4	5.52	4.06	4.33	1.83	5.79	9.55	5.35	4.61
gene76	9.31	9.74	5.6	3.44	9.16	4.83	9.18	8.16	3.8	5.07	6.24	0.44	3.41	1.54	3.33	8.47	7.42	2.15	8.36	1.65	7.52	2.19	7.79	2.97	9.29	4.87	7.16	5.88	5.92	9.81	8.75	3.48
gene77	0.24	5.81	5.08	9.49	6.85	1.83	3.02	8.77	5.26	7.22	3.53	9.54	3.96	8.65	0.42	3.87	9.36	2.61	1.21	9.5	4.15	2.21	0.3	1.88	9.04	8.04	0.92	8.1	9.96	3.32	1.88	6.47
gene78	4.98	2.05	3.86	4.74	9.46	1.67	1.11	7.39	3.85	6.12	1.48	7.83	6.73	3.02	8.88	7.92	0.79	3.14	8.61	9.14	6.98	4.47	3.72	7.67	7.42	7.29	5.42	6.2	7.43	3.79	0.72	5.14
gene79	8.59	7.08	4.75	8.86	7.04	7.64	1.86	1.27	0.03	1.27	8.64	1.27	0.17	0.44	2.54	1.75	3.86	4.93	6.37	2.48	7.7	5.65	6.85	6.96	2.23	7.56	5.47	0.83	2.73	6.01	7.2	2.89
gene80	2.18	3.97	2.01	9.44	7.86	0.51	1.14	5.58	0.62	6.41	5.16	0.86	9.47	6.92	0.44	0.59	1.91	5.2	3.4	6.88	5.17	4.34	5.78	3.74	3.15	2.54	5.68	7.43	2.53	7.96	1.02	1.83
gene81	0.6	9.1	1.63	0.26	4.35	5.64	8.99	7.6	4.51	9.52	2.14	2.84	3.94	4.71	1.02	4.34	4.09	7.69	8.38	8.41	2.99	0.1	9.73	3.79	8.55	7.54	5.83	1.56	2.57	5.34	3.16	3.46
gene82	7.99	3.09	3.47	6.54	4.08	9.05	1.1	4.6	5.09	5.49	9.48	4.39	3.61	3.06	6.17	3.19	7.04	4.64	0.62	5.77	5.11	8.1	0.98	9.68	4.65	0.64	6.0	7.66	3.26	8.59	6.05	5.83
gene83	8.87	5.65	8.7	7.76	6.07	9.23	5.06	4.43	1.64	9.27	2.35	7.11	4.89	6.33	3.36	1.3	5.58	4.15	4.54	3.41	5.33	2.51	8.78	7.79	7.53	0.91	7.11	6.98	9.03	1.48	4.96	5.41
gene84	3.54	6.92	7.23	2.43	3.95	4.29	6.01	9.96	1.38	1.2	3.98	2.41	8.28	8.07	1.34	6.31	5.36	2.66	6.94	7.06	6.1	0.12	9.56	8.76	6.52	1.58	7.37	5.59	7.19	4.82	1.57	4.03
gene85	2.03	3.38	7.95	5.73	9.75	1.28	7.75	0.21	4.82	8.7	2.7	8.45	8.62	9.58	2.28	0.37	6.43	7.78	9.35	4.43	4.3	4.16	5.18	0.24	7.96	0.73	6.25	4.19	3.2	9.64	4.62	1.43
gene86	5.88	0.99	7.33	8.12	2.33	7.37	2.36	7.62	9.4	7.52	8.29	7.43	0.57	4.68	8.56	6.49	3.7	0.07	0.82	7.44	8.37	1.29	9.96	7.94	3.88	9.5	5.87	1.57	6.12	1.43	3.53	5.62
gene87	4.4	2.73	2.33	4.28	2.36	4.1	1.27	8.66	6.39	7.2	0.35	1.92	4.06	9.23	5.73	7.23	8.58	3.92	0.77	1.23	9.31	0.25	9.46	4.65	5.65	0.99	3.52	4.85	4.1	4.79	1.33	8.9
gene88	8.44	2.68	1.9	6.2	3.29	2.95	1.32	0.01	9.36	6.02	3.42	4.09	4.45	0.72	2.28	3.65	9.1	2.37	7.17	7.06	8.97	4.5	1.77	6.81	1.26	2.45	2.72	4.94	2.46	1.45	9.34	4.86
gene89	8.9	0.1	6.57	7.06	7.19	9.41	0.76	3.3	0.22	8.49	0.15	0.18	6.64	1.88	5.86	1.38	0.37	4.49	5.25	6.46	6.43	0.35	2.15	0.33	6.12	4.2	2.36	8.12	9.74	8.61	4.12	8.98
gene90	7.32	1.48	7.78	2.28	8.24	0.25	0.51	3.74	1.26	1.41	0.05	0.54	6.9	1.29	8.47	8.81	5.88	8.92	4.42	2.2	3.09	1.3	9.4	5.27	9.91	9.74	3.21	9.89	0.72	6.25	4.28	0.8
gene91	3.17	6.01	7.47	3.28	6.12	9.14	5.2	2.34	0.25	4.5	4.79	7.9	8.39	5.67	7.49	3.59	3.6	7.85	1.78	9.12	2.08	6.3	1.33	6.13	3.57	8.2	4.36	8.89	8.3	9.62	3.74	2.5
gene92	0.8	2.32	0.82	6.5	9.57	4.94	9.89	2.95	8.65	2.71	7.39	8.42	0.49	7.77	8.91	4.63	1.28	1.09	5.11	7.95	0.84	2.99	1.31	5.84	2.14	8.2	5.8	7.86	6.11	9.26	4.67	4.39
gene93	4.03	8.13	0.48	3.02	0.16	8.91	3.18	8.27	0.74	9.7	5.74	1.25	6.96	2.19	7.44	4.31	6.78	6.62	5.21	1.98	4.55	1.15	0.68	1.16	1.62	8.24	7.71	8.3	8.7	2.61	1.18	2.66
gene94	9.34	6.56	2.73	1.81	9.52	2.11	9.45	1.79	9.48	2.64	4.3	0.28	1.34	8.84	0.1	5.54	5.6	2.81	1.06	2.41	1.03	4.84	6.1	1.56	3.95	1.13	8.9	9.87	6.69	9.36	0.56	2.97
gene95	6.37	8.19	7.07	8.29	3.83	8.04	7.07	4.05	2.19	6.95	0.45	2.46	2.76	6.59	1.62	9.31	5.16	7.9	6.16	1.95	5.24	2.15	7.25	8.43	7.22	8.86	4.6	9.22	1.49	6.55	4.46	3.94
gene96	6.07	7.72	3.96	0.78	9.28	0.58	3.79	0.28	5.43	6.5	2.49	7.89	8.17	0.96	9.34	0.13	9.12	3.05	6.67	5.49	4.56	9.93	5.16	1.69	0.85	3.94	5.91	7.73	7.54	2.08	1.66	0.28
gene97	0.87	0.89	5.82	8.43	0.41	0.86	6.91	4.24	9.15	9.72	6.39	5.48	0.52	3.33	7.47	6.01	8.33	9.69	2.54	8.3	8.93	3.09	0.57	8.08	2.67	3.85	6.05	9.24	6.23	3.83	8.39	5.77
gene98	3.46	3.65	7.01	8.36	2.82	9.33	3.31	5.6	6.71	0.48	3.4	0.26	1.52	7.83	1.01	4.92	2.62	5.32	1.73	4.28	4.61	3.58	9.53	5.5	6.42	6.22	9.91	0.13	2.11	3.33	6.96	1.9
gene99	2.06	10.0	5.62	8.98	0.35	6.34	5.21	2.01	7.76	6.43	0.93	1.89	0.34	9.5	3.4	1.89	7.64	9.02	2.07	8.09	7.68	1.32	0.68	1.52	8.05	5.76	7.86	2.78	7.47	2.17	7.36	3.87
